system:index,Date,.geo
323,NDMI_20121214,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,NDMI_20121230,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,NDMI_20130115,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,NDMI_20130131,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,NDMI_20130216,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,NDMI_20130304,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,NDMI_20130320,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,NDMI_20130324,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,NDMI_20130405,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,NDMI_20130421,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,NDMI_20130429,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,NDMI_20130507,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,NDMI_20130515,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,NDMI_20130608,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,NDMI_20130616,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,NDMI_20130710,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,NDMI_20130726,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,NDMI_20130803,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,NDMI_20130811,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,NDMI_20130819,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,NDMI_20130904,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,NDMI_20130928,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,NDMI_20131014,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,NDMI_20131030,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,NDMI_20131107,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,NDMI_20131115,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,NDMI_20131123,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,NDMI_20131201,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,NDMI_20131217,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,NDMI_20131225,"{""type"":""MultiPoint"",""coordinates"":[]}"
